	2007-06-02_1 Relative Abundance (%)	2007-07-05_1 Relative Abundance (%)	2007-08-17_1 Relative Abundance (%)	2007-10-19_1 Relative Abundance (%)	2007-11-09_1 Relative Abundance (%)	2007-12-14_1 Relative Abundance (%)	2008-01-15_1 Relative Abundance (%)	2008-02-20_1 Relative Abundance (%)	2008-04-16_1 Relative Abundance (%)	2008-05-21_1 Relative Abundance (%)	2008-06-11_1 Relative Abundance (%)	2008-08-18_1 Relative Abundance (%)	2008-09-19_1 Relative Abundance (%)	2008-10-08_1 Relative Abundance (%)	2008-11-13_1 Relative Abundance (%)	2008-12-15_1 Relative Abundance (%)	2009-01-12_1 Relative Abundance (%)	2009-02-13_1 Relative Abundance (%)	2009-03-25_1 Relative Abundance (%)	2009-04-17_1 Relative Abundance (%)	2009-05-26_1 Relative Abundance (%)	2009-06-09_1 Relative Abundance (%)	2009-07-20_1 Relative Abundance (%)	2009-08-24_1 Relative Abundance (%)	2009-09-10_1 Relative Abundance (%)	2009-10-19_1 Relative Abundance (%)	2009-11-19_1 Relative Abundance (%)	2009-12-15_1 Relative Abundance (%)
BACT_24	0.079414956	0	0	0	0.007986441	0.16416305	0.081072904	0.4126261	0.053040545	0.10844468	0.15283254	0.01679758	0	0	0.010286642	0.09006377	0.10768936	0.25275272	0.22817406	0.39341497	0.26649153	0.09805301	0	0	0	0	0	0
ACTI_48	2.112319	1.1836303	0.49965236	0.28514072	0.24924582	0.82833445	3.0071986	2.3650894	1.4327878	1.506425	1.6448754	0.9748294	2.1972528	3.0712318	4.7297144	7.3676705	10.933938	6.0646963	6.347207	5.8900104	2.8558571	2.484472	1.9871407	0.87095535	0.9678804	0.5729403	1.971785	5.159214
BACT_05	0.013690347	0.028640358	0	0.011359843	0.030557413	0	0	0.05760084	0	0.041726783	0.03480709	0.008482838	0	0	0.009398102	0.028354755	0.021184884	0.043749433	0.04541551	0.023486111	0.04192637	0.014723123	0.020839559	0.055567607	0.06542334	0.09513901	0.186648	0.08254177
BACT_81	0	0	0	0	0	0	0	0.07684193	0.061793048	0.0226142	0	0	0	0	0	0.020161953	0.06580872	0.3130127	0.1356619	0.09851247	0.018350514	0	0	0	0	0	0	0
ACTI_05	0.31102076	0.24001604	0.24930929	0.24582715	0.1700486	0.2392992	0.27666625	0.0734103	0.12948936	0.14557634	0.112381	0.13974144	0.18822879	0.1445843	0.15993947	0.14236775	0.16916925	0.07903021	0.06571018	0.087433115	0.3285644	0.35231638	0.36770633	0.17709821	0.17337367	0.22583236	0.15297161	0.1787903
PROT_198	0	0	0	0	0	0	0	0	0	0.014473775	0.01495296	0.01206734	0	0	0.021952834	0.022103492	0.051164985	0.8262891	0.55712676	0.08930742	0.080360994	0.054925736	0.08309862	0.24079654	0.61010206	0.1363096	0.23803928	0.3206684
VERR_07	0	0	0.019668795	0.10648742	0.020102099	0	0.02190736	0	0.67317736	0.1436139	0.4231911	0.04516711	0.024205647	0.08205043	0.006514941	0.008514279	0.016544316	0	0	0.009348687	0.007074693	0.015212698	0.34732425	0.18091449	0.2977657	0.054073315	0.05143813	0.022126907
BACT_36	0.010300883	0	0	0	0	0.012325237	0.05402628	0.4157852	0.022472393	0.052330285	0.08369416	0	0	0	0	0.016795559	0.019155614	0.026316212	0.10392871	0.22941513	0.85389584	0.42298722	0.04203387	0	0	0	0.015708394	0.02112597
ACTI_24	0.09363522	0.095800266	0.11792452	0.12449819	0.13849297	0.08524706	0.11048553	0.015985172	0.011037961	0.014815753	0.027371816	0.09714761	0.1239845	0.088260636	0.09600021	0.091230966	0.07666683	0.042409524	0.021391954	0.03012784	0.061844945	0.11876609	0.2919896	0.05833775	0.12279622	0.106079	0.15909973	0.034617897
CHLO_13	0.022755658	0.028422844	0.020949965	0.00941789	0.009361578	0	0	0	0	0.025468094	0.04231016	0.07347222	0.025521204	0.058519512	0.22325355	0.13840641	0.12748832	0.25224924	0.43575054	0.17670579	0.20905615	0.1776722	0.08201333	0.13750638	0.17175028	0.14143845	0.07253711	0.0529058
PLAN_23	0.014262342	0.010498312	0	0	0	0	0	0	0.050440583	0.068923034	0.051441077	0.022226598	0.020141145	0.012565935	0	0	0.016420417	0.026541298	0.10071112	0.098579295	0.056119513	0.043809354	0.020779459	0	0	0.013795709	0.010574992	0.019673865
BACT_111	0.02902807	0.036235463	0.013756943	0.014060829	0.046720188	0.0413394	0.017287238	0.033764336	0.012136177	0.025912087	0.036049113	0.07552521	0.036383927	0.018953167	0.035141505	0.032248247	0.019730335	0.055347994	0.049304575	0.058923505	0.17042121	0.10261448	0.050079342	0.022075005	0.010642028	0.018438961	0.03186592	0.039242897
PROT_129	0.023001026	0.02413825	0.025009887	0.024276758	0.02450906	0.04891581	0.044471458	0.040880397	0.06548235	0.06501374	0.050945725	0.046323873	0.033880807	0.024841541	0.06964098	0.117413096	0.18186583	0.17107786	0.2560579	0.31173405	0.26340595	0.23319834	0.14129296	0.11384546	0.073974945	0.07336361	0.16604304	0.164648
PATE_69	0.0837074	0.078177325	0.100704744	0	0.010544734	0.016512187	0.008999732	0	0	0	0.026956959	0.017759645	0.012205386	0	0	0	0	0	0	0	0	0	0.11128141	0.041975293	0.05400597	0.020091912	0.13912596	0.051559452
PLAN_58	0.036937144	0.054406438	0.026711507	0.022060392	0.03415352	0.03570488	0.03158133	0.0546704	0.09041296	0.10256545	0.1242465	0.03527008	0.017119002	0.024291363	0.060874138	0.106705815	0.034669317	0.094678834	0.1060616	0.111816876	0.07161173	0.078032844	0.05692872	0.07132847	0.087649815	0.069799855	0.060737893	0.07769429
PROT_132	0.09236932	0.075243264	0.06155459	0.043435182	0.07124437	0.07389001	0.03696888	0.10096861	0.076214835	0.17720042	0.1450559	0.12215759	0.03849992	0.073283955	0.2102185	0.13840924	0.112301715	0.11137432	0.097109154	0.066204876	0.09218981	0.07640574	0.06551716	0.13860491	0.093955286	0.120288625	0.19521587	0.14636418
SPIR_08	0.055540167	0.099481925	0.15982646	0.023477701	0	0.026171887	0	0.0565047	0.033808004	0.085078984	0.09341459	0.116733566	0	0	0.018475732	0	0	0.03138762	0.026546288	0.019359851	0.08282124	0.03430584	0.07414813	0.22675967	0.1884129	0.13760795	0.08709396	0.11462463
PROT_149	0	0	0	0	0	0	0	0.04373375	0	0.040657993	0.012102734	0	0	0	0.011424923	0	0.008538689	0.170148	0.17889777	0.018701015	0.05246501	0.026829047	0.023394706	0.2776712	0.25503892	0.060550846	0.048017558	0.22138417
PROT_192	0.022546666	0.0343764	0.029569663	0	0	0	0	0.022501837	0	0.06657401	0.05081343	0.12728332	0	0	0.24712288	0.23745616	0.24672282	1.4356633	0.5700743	0.13589889	0.09383779	0.07435452	0.11376233	0.30956617	0.67500687	0.19690752	0.26063025	0.55408555
PROT_119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NITRO_01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLO_19	0	0.011550683	0	0	0	0	0	0	0	0	0.035484686	0.007426165	0	0.01929971	0.046856374	0.15702973	0.19526264	0.13712695	0.2409997	0.1962514	0.11745864	0.19848493	0.827767	0.60287666	1.3663224	0.21043263	0.7715803	0.9835108
CYAN_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021928823	0.012859049	0	0	0	0	0	0	0	0.010758095	0	0	0.013426615	0.012000212
PATE_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_99	0.1397116	0.10632357	0.10307946	0.11997616	0.13240846	0.13696411	0.13164148	0.17819151	0.65661186	0.3503487	0.22589286	0.11150891	0.19520567	0.15931734	0.101326585	0.1461566	0.333766	0.3166554	0.3242687	0.38016888	0.36399096	0.4487775	0.1679998	0.10599243	0.084385596	0.12792553	0.09970426	0.15047716
PROT_106	0.07405375	0.054908782	0.059765283	0.07053116	0.07469208	0.08392166	0.08421553	0.20249124	0.17902851	0.09710545	0.075040564	0.08813596	0.081117064	0.08146203	0.054239757	0.06434217	0.10913254	0.075104915	0.069754876	0.07157431	0.08784731	0.076122	0.051481385	0.052944507	0.045291927	0.0838503	0.067847066	0.10076621
PROT_03	0	0	0	0	0	0	0	0.028670851	0	0.023411512	0.01207852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAR324_01	0.023021003	0	0	0	0.021408565	0.010089192	0	0	0.056676205	0.04946936	0.02899675	0.012590067	0	0	0	0	0	0	0.010699312	0	0	0	0	0.018791348	0	0.032976914	0.021779139	0.021802094
PROT_16	0.018900372	0.031754635	0.035794724	0	0.019704657	0	0	0.061469868	0	0.110232726	0.04946998	0.029146131	0	0	0.023682551	0.011881114	0	0.018374974	0.027891371	0.018557984	0	0	0	0.19840157	0.14057088	0.05259409	0.020987924	0.17309888
ACTI_37	0.37587762	0.23256654	0.27379993	0.35177687	0.55586463	0.6389987	0.86082876	0.79883814	1.3101234	0.44310185	0.48631325	0.43823767	1.1064528	1.5602195	0.657306	0.84792095	0.68831754	0.62782335	0.64021957	0.9813966	0.56975263	0.78111875	0.91829485	0.57384634	0.5160949	0.3536586	0.4969661	0.7178962
FIRM_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAN_59	0.01128803	0.019172866	0.022236226	0.108862884	0.05942695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012370251	0.01688171	0
BACT_70	0.12963277	0.014957633	0	0	0	0	0	0.30205086	0.053394917	0.058783833	0.07597857	0.09215463	0.01475642	0	0	0	0.040287875	0.1862859	0.2361148	0.14411335	0.1392018	0.07052002	0.021185135	0	0	0	0	0
PLAN_15	0.016461907	0	0	0	0	0	0	0	0.025140304	0.02608047	0.01668192	0	0	0	0	0	0	0.083803624	0.023485122	0	0.01597833	0	0	0.013070565	0.013112786	0	0	0.024360994
PROT_107	0.14196068	0.111198686	0.19581975	0.09743683	0.10294677	0.10949187	0.072346136	0.12467459	0.18099439	0.23137431	0.31398407	0.28420892	0.22812344	0.20563823	0.16913211	0.1463859	0.14067999	0.16333334	0.20434302	0.14956936	0.21304996	0.22243546	0.25531816	0.22482474	0.18379927	0.20836337	0.23900619	0.19675168
PLAN_28	0	0	0	0	0	0	0	0	0	0.010238937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE_48	0.46117872	0.81775707	0.5055797	0.13956784	0.20344023	0.18864293	0.12171867	0.04212735	0.009150469	0.030477997	0.4313649	0.7879543	0.4738355	0.35148233	0.537265	0.22879593	0.06838697	0.02079565	0.11283021	0.13151129	0.85454786	0.57371885	2.06183	0.40806797	0.5967444	0.521203	1.140058	0.058527622
ACTI_20	0	0	0	0	0	0	0	0	0	0	0	0.011008204	0	0.033166934	0.07307671	0.09583803	0.10810807	0.088033676	0.09490727	0.15012717	0.07262096	0.06941065	0.058492173	0.037929073	0.09788053	0.05595975	0.063009016	0.16585398
PLAN_03	0.05523253	0.025109187	0.019921511	0	0.021834794	0	0	0	0	0	0.018574726	0.047790967	0.013006525	0	0.015732594	0	0	0	0	0	0	0	0.011718832	0.032360733	0.034079283	0.022664594	0.013874507	0.009684693
PATE_60	0	0	0	0	0	0	0.028695641	1.4103705	0	0.010823911	0	0	0	0	0	0.9047255	0.9045284	0.11987557	0.5572118	0.0534925	0	0	0	0	0	0	0	0.07709321
BACT_63	0.06892264	0.015138757	0.008450979	0	0.011619977	0	0	0.013584865	0.018059582	0.08567502	0.10577348	0.04389004	0.011120154	0.010373943	0.018297376	0.014575059	0.017648367	0.06551774	0.07236186	0.065448485	0.1118611	0.07803789	0.08869317	0.055257127	0.07620043	0.03462733	0.03262632	0.069140494
PLAN_84	0.060169134	0.011972492	0	0	0.026399944	0	0	0	0.020186482	0.017376395	0.021244928	0.032068323	0	0	0.018511496	0.010253081	0.011617182	0.045328695	0.039391648	0.015898895	0.027150854	0.02107691	0.021544617	0.021812068	0.020065496	0.013938772	0	0.018748239
VERR_09	0.017734881	0.01146378	0.042110838	0	0	0	0.01868844	0.028815446	0	0	0	0.008260022	0	0.012416772	0	0	0.010106425	0	0.01131889	0.02628822	0.016865281	0.041862614	0.0354443	0.023479005	0.015553983	0.015974024	0.019561596	0.041797448
PROT_137	0.2458531	0.19560257	0.3328791	0.2441902	0.18439616	0.22673704	0.17545958	0.24841803	0.16639133	0.17819573	0.20066702	0.35692605	0.32233575	0.46137494	0.43851048	0.2528048	0.27375552	0.26581052	0.46709108	0.4969873	0.30905545	0.2932666	0.22443849	0.20717902	0.13173765	0.23024045	0.36983663	0.18786843
PROT_73	0.36672175	0.35560042	0.36643982	0.78405124	0.49558648	0.40172303	0.31834674	0.21945281	0.35593054	0.41217288	0.2578695	0.26201686	0.4628031	0.45707834	0.32073867	0.3297268	0.36271486	0.22384185	0.18896584	0.2603183	0.36054513	0.3146115	0.27394238	0.286097	0.19702403	0.33881614	0.2614864	0.2114019
PLAN_60	0.08739472	0.050767627	0.0775781	0.044765845	0.041172523	0.07381071	0.048213746	0.014976288	0.034333743	0.05999028	0.08297684	0.043589607	0.05803865	0.07237281	0.08046561	0.064325295	0.06627158	0.07804644	0.13194688	0.053555317	0.06566904	0.104847446	0.15597157	0.16477722	0.16851568	0.14770105	0.13656856	0.11405744
PROT_36	0.16306776	0.18455546	0.21683434	0.5326393	0.4857326	0.3307719	0.30036446	0.11247814	0.13640775	0.22514105	0.19334774	0.13831984	0.20224008	0.3112702	0.44178346	0.42149612	0.41883302	0.11598504	0.16948603	0.17285311	0.20323043	0.2975858	0.18204738	0.21563466	0.19754986	0.43155414	0.5056932	0.33288538
PLAN_61	0	0	0.010162605	0	0	0	0	0	0	0.022364406	0.008685327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_215	0	0	0	0	0	0	0	0	0.009292369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_04	0.08588437	0.078126736	0.074918285	0.056454	0.042499598	0.04024279	0.027115326	0.031020042	0.016456822	0.025216846	0.020839013	0.05506689	0.057453718	0.07696814	0.098291256	0.065211564	0.050652716	0.0827539	0.035833236	0.03382131	0.051779438	0.06028814	0.05122302	0.12061137	0.098729186	0.09631938	0.058697566	0.06879461
ACTI_49	0.26004672	0.31337744	0.6422776	0.77540314	0.46835002	0.80359995	0.4382756	0.097197354	0.077138245	0.13477212	0.23022261	1.069952	2.1306977	2.6957986	1.4819026	1.2073572	0.5437528	0.25785118	0.3011925	0.53513044	0.9740365	1.2492	1.054148	0.8246196	1.0056436	0.492568	0.6078662	0.65874106
VERR_23	0	0.011648648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTI_38	0.079980865	0.09487985	0.18186565	0.10566427	0.14143997	0.23338634	0.4816925	0.10055304	0.08057775	0.020383488	0.022685686	0.031069048	0.045362275	0.038465567	0.016986998	0.018658986	0.017528592	0.023127448	0.021555163	0.042386603	0.028654022	0.034978427	0.033597436	0.023040371	0.040269837	0.035321064	0.03224306	0.02338986
PLAN_01	0.35148856	0.23387006	0.20018446	0.54948556	0.40432483	0.56561357	0.39752436	0.078349486	0.07591633	0.17359541	0.30731314	0.124148086	0.23846528	0.253564	0.21547823	0.15612857	0.13754168	0.13134158	0.36856207	0.16125636	0.49935582	0.5808665	0.3559444	0.17132372	0.20738164	0.344486	0.2714101	0.27269936
PROT_150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBP7_03	0.033379808	0.118910745	0.045774102	0.07240433	0.016178448	0	0	0	0	0	0	0.07700124	0.033710513	0.03234006	0.028195936	0.013103127	0	0	0	0	0.029864855	0.07205381	0.089753464	0.050390664	0.052108657	0.07413957	0.047128525	0.04607475
PROT_233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_121	0.044155754	0.03852581	0.023185613	0.050461285	0.0781033	0.03748568	0.009346415	0.057450224	0.026667522	0.052686792	0.031788453	0.033232544	0	0.008374122	0.04728708	0.028193457	0.019604504	0.023549665	0.015345281	0.011849639	0.016841892	0.010349982	0.009348845	0.08068339	0.03799731	0.059616916	0.05230818	0.05105479
ACTI_06	0.037807297	0.050064944	0.08145025	0.044487953	0.03987252	0.034816425	0.04697847	0.015559972	0.08460519	0.16970894	0.16237421	0.22790693	0.10066812	0.18127523	0.43567201	0.26781103	0.21502948	0.09763118	0.05596989	0.04919078	0.060015056	0.07248111	0.10332658	0.087249205	0.06980203	0.06842889	0.07663699	0.049844395
PROT_184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE_30	0	0	0	0	0	0	0	0.09953052	0.03717288	0.052102413	0.028219456	0	0	0	0	0	0.04455459	0.08130184	0.07825602	0.030646186	0.043627787	0.026665086	0	0	0	0	0	0
BACT_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_124	0.031613264	0.013177798	0.010126716	0.010575774	0.01870222	0.021400928	0.01860869	0.12983707	0.131183	0.13027453	0.07098001	0.03166857	0	0.012726788	0.05086327	0.056282625	0.0569256	0.13800137	0.112989746	0.071238175	0.077935405	0.046727892	0.020977363	0.025309226	0.020637099	0.026131896	0.033200722	0.053659823
VERR_36	0	0	0	0	0	0	0	0	0	0.038362145	0.014599811	0	0	0.010507605	0.0511167	0.11162287	0.0541247	0.044134874	0.015347867	0.024547728	0.035088215	0.024216732	0	0	0	0	0.023761556	0
PROT_232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEMM_02	0.012214915	0	0	0	0.017119862	0	0	0	0	0	0.010851088	0.022328096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_248	0.08012488	0.09091621	0.03467271	0.027520569	0.024361702	0.059106123	0.021955641	0.6124988	0.152742	0.57398444	0.43807143	0.12347055	0.057341732	0.008478102	0.040368613	0.16797796	0.05680063	0.27653468	0.18408433	0.3312484	0.25315347	0.28755888	0.098837316	0.717613	0.25853994	0.6264197	0.044448193	1.0822401
PROT_211	0.01145062	0.031225977	0.012176175	0	0.010008112	0	0	0.024217235	0.041271117	0.034563042	0.019835016	0.014351531	0	0	0.013154805	0	0	0.018407192	0.014324334	0.009251427	0.00961923	0	0	0.013812587	0.013357369	0.011403897	0	0.01692892
PROT_140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028343283	0	0	0	0	0	0	0	0	0	0
BACT_120	0.048647445	0.01634324	0	0	0	0	0.022172289	0.066449374	0.024111092	0.031698927	0.042773396	0.009625041	0	0	0	0.007885299	0.029860074	0.089283876	0.08144098	0.058294278	0.06077914	0.057785608	0.041652024	0.01782847	0.015344243	0	0	0.018963065
PROT_162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012762674	0.014854487	0.014313508	0.015777122	0.013327819	0.013750571	0	0	0	0	0	0
PROT_74	0.13792819	0.13194457	0.14945528	0.25726366	0.18993016	0.18819089	0.14470656	0.12653488	0.20819661	0.1905218	0.186584	0.23617363	0.3221861	0.25450543	0.17983204	0.20196751	0.23356032	0.15790114	0.18723038	0.25980958	0.22108722	0.24409115	0.2191272	0.20407902	0.18172899	0.37324882	0.33667305	0.2744241
CHLO_28	0.14424677	0.20011838	0.19734795	0.1638045	0.13463806	0.13143682	0.103984095	0.032191068	0.08659897	0.08147821	0.09757638	0.06927999	0.101795405	0.14072369	0.080319926	0.029555324	0.050707538	0.07242646	0.09350949	0.08990229	0.100912906	0.09830459	0.07269958	0.06088586	0.08095693	0.14137226	0.08057546	0.028611807
VERR_25	0.111406766	0.14710836	0.059384692	0.13658747	0.17355616	0.15211685	0.15159053	0.17212845	0.12215677	0.08579334	0.09534198	0.099444546	0.15890306	0.20082486	0.1676989	0.13762347	0.19777808	0.1711756	0.18999511	0.1749068	0.19866447	0.19053492	0.14915909	0.10353874	0.06846964	0.14032184	0.17402759	0.056667484
MYXO_20	0.030127533	0.04764213	0.030246934	0.00873717	0.019857634	0.011977774	0	0.07507039	0.00956443	0.13073646	0.07883629	0.052114	0	0	0.019782836	0.017713094	0	0.015062141	0.012808814	0.011581579	0.014054911	0.013283207	0.010296973	0.056061946	0.02808205	0.042510238	0.029170934	0.01766431
BACT_93	0	0	0	0	0	0	0	0.01551304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROT_148	0.12082724	0	0.013540311	0	0	0.012611762	0.010963687	0.020133847	0.16041516	0.13784708	0.18049964	0.028390553	0	0	0.035789598	0.09101302	0.03781471	0.07237442	0.090840206	0.12366636	0.12200629	0.079025835	0.03377693	0.023226686	0.015657103	0.033687755	0.023696253	0.04943782
PROT_241	0.03453193	0.020773768	0.024021288	0	0.009232733	0	0	0	0	0.09684723	0.05678707	0.018472485	0	0	0.01840845	0.01127304	0	0.022218592	0.020836784	0.014112234	0.02266842	0.014330393	0.011327389	0.1036918	0.05236785	0.025048837	0	0.036053292
BACT_102	0.1893779	0.16940367	0.16841125	0.05552668	0.12613787	0.097626135	0.033989165	0.09732999	0.08174958	0.17264265	0.1994599	0.2878226	0.06896427	0.046569422	0.20052445	0.09362256	0.04228275	0.17579985	0.1710399	0.14265561	0.35788146	0.27970222	0.42317024	0.3881438	0.47816598	0.22344919	0.30011722	0.23349835
PROT_82	0.060445216	0.087667115	0.07912298	0.07285497	0.08387517	0.07841966	0.07348892	0.14150828	0.19520876	0.081852764	0.079742685	0.047153942	0.081171	0.09275862	0.057291005	0.06450556	0.10350336	0.0667669	0.054856535	0.06771373	0.09194571	0.08664985	0.055150364	0.04795012	0.042727508	0.058650877	0.05856793	0.06760274
ACTI_50	1.8107578	1.7104378	3.1422646	3.5116258	2.3707743	3.3044991	1.6059804	0.32916355	0.5668936	1.3153722	1.9949133	3.0428267	6.734116	6.710104	2.8975053	2.1963735	1.002612	0.45629948	0.560084	1.0727134	2.5941353	3.4242277	2.991585	2.342156	2.7627451	2.0038493	2.44683	3.3537865
PROT_07	0.10087274	0.012489344	0	0	0	0	0	0.021856781	0.028775824	0.07333308	0.023868358	0.022556392	0.014777838	0.013981481	0.01639947	0.018323435	0.022094121	0.41431454	0.16705658	0.1371894	0.073406845	0.035903845	0.017341007	0.031083904	0.033997554	0.019020164	0	0.020582527
PROT_208	0.06839954	0.048101526	0.017718159	0.015141134	0.016604815	0.013783007	0.009471124	0.017676901	0.029637555	0.034139182	0.025554832	0	0	0	0	0	0	0.0575551	0.05938894	0.030286895	0.033092365	0.02492647	0.014226514	0.010834488	0	0	0	0
OLB16_02	0	0.010595996	0	0	0	0	0	0	0	0	0	0.012333327	0.010500561	0	0.007935323	0	0	0	0	0	0	0.010333542	0.019310104	0.018045522	0.02411171	0.0266353	0.015603051	0.013257898
BACT_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYAN_01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACT_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYXO_21	0	0.012711523	0	0	0	0	0	0.011204605	0	0.057190984	0.034840386	0.013728924	0	0	0.007816971	0.008872716	0	0.018900365	0.015957125	0.011750452	0.019974878	0.016220266	0.015078408	0.05336536	0.029062564	0.030247772	0.018286284	0.026660405
CHLO_29	0	0	0	0	0	0	0	0	0	0.00804536	0	0	0	0	0	0	0	0	0.018531565	0.011768648	0.040390287	0.050872106	0.019866461	0	0	0	0	0
ACTI_07	0.016311387	0.052173242	0.06775429	0.17877898	0.06274405	0.014316563	0	0	0	0	0	0.03602926	0.08134441	0.069511466	0.055626877	0.016056156	0.011360173	0	0	0	0.012243195	0.015426436	0.03526531	0.018629828	0.023008417	0.1490512	0.16703445	0.014749322
VERR_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THER_01	0	0	0	0	0.013852824	0	0	0	0	0	0	0.027871847	0	0	0	0	0.007136037	0.012432687	0.010613442	0.010986298	0.009549809	0.008858471	0.017207745	0.015041335	0.026093518	0.023514742	0.012518898	0.05556083
PROT_122	0.05594749	0.056047738	0.03335441	0.036005042	0.031624515	0.06538298	0.018769933	0.12243245	0.039966203	0.111122906	0.13657475	0.121925585	0.015545346	0	0.034431983	0.019098882	0.014826967	0.06600103	0.04952958	0.026136586	0.03595554	0.02392818	0.022134475	0.07447318	0.03226036	0.049305	0.023539845	0.043070037
CHLO_30	0.07626542	0.12277501	0.111222476	0.057913944	0.071634024	0.06687181	0.061572783	0.045342118	0.057749923	0.123581104	0.11261603	0.13356775	0.107157655	0.074817054	0.06649345	0.02828479	0.023468444	0.031799447	0.048016652	0.033865094	0.048067443	0.06236322	0.06719573	0.081145	0.07883363	0.07692662	0.07686728	0.033569623
PROT_100	0.017242745	0.036637258	0.018075768	0.019541537	0.0267479	0.021435611	0.021164719	0.09550987	0.03182044	0.04212864	0.03295598	0.012885815	0	0	0	0	0.01735176	0.013995507	0.016017102	0.016671756	0.013896318	0.014363639	0	0.011843472	0	0	0	0.015527923
